lakeid,sampledate,group,biomass
BM,1992-06-18,CLADOCERA,145.83052576555014
BM,1992-06-18,COPEPODA,43.8901415373426
BM,1992-06-18,ROTIFERA,3.197410158
BM,1992-06-18,TOTAL,192.91807746089276
BM,1992-08-25,CLADOCERA,64.22706980970213
BM,1992-08-25,COPEPODA,40.12714374589554
BM,1992-08-25,ROTIFERA,0.5455008
BM,1992-08-25,TOTAL,104.89971435559767
BM,1992-11-11,CLADOCERA,472.48193654881595
BM,1992-11-11,COPEPODA,89.98890918739708
BM,1992-11-11,ROTIFERA,5.1968522
BM,1992-11-11,TOTAL,567.667697936213
BM,1993-02-22,CLADOCERA,25.203089898981556
BM,1993-02-22,COPEPODA,42.811394104874935
BM,1993-02-22,ROTIFERA,0.9464804
BM,1993-02-22,TOTAL,68.9609644038565
BM,1993-05-05,CLADOCERA,106.92691448336976
BM,1993-05-05,COPEPODA,34.69601002972429
BM,1993-05-05,ROTIFERA,2.192838322
BM,1993-05-05,TOTAL,143.81576283509403
BM,1993-06-15,CLADOCERA,137.2450089352119
BM,1993-06-15,COPEPODA,56.40124575245422
BM,1993-06-15,ROTIFERA,6.169397599999999
BM,1993-06-15,TOTAL,199.81565228766613
BM,1993-08-26,CLADOCERA,26.877288740699246
BM,1993-08-26,COPEPODA,254.63823026302367
BM,1993-08-26,ROTIFERA,2.2820292
BM,1993-08-26,TOTAL,283.79754820372295
BM,1993-11-10,CLADOCERA,301.9071758501226
BM,1993-11-10,COPEPODA,109.5108180064926
BM,1993-11-10,ROTIFERA,3.7620080000000002
BM,1993-11-10,TOTAL,415.1800018566152
BM,1994-02-24,CLADOCERA,87.08652908903694
BM,1994-02-24,COPEPODA,76.09886588395977
BM,1994-02-24,ROTIFERA,2.379454
BM,1994-02-24,TOTAL,165.5648489729967
BM,1994-05-06,CLADOCERA,221.00026675049878
BM,1994-05-06,COPEPODA,211.284174407478
BM,1994-05-06,ROTIFERA,11.547874384637035
BM,1994-05-06,TOTAL,443.8323155426138
BM,1994-06-13,CLADOCERA,20.005801364929283
BM,1994-06-13,COPEPODA,35.75607372763183
BM,1994-06-13,ROTIFERA,6.06330833
BM,1994-06-13,TOTAL,61.82518342256111
BM,1994-08-26,CLADOCERA,133.93926136117824
BM,1994-08-26,COPEPODA,192.584609102917
BM,1994-08-26,ROTIFERA,3.2607804
BM,1994-08-26,TOTAL,329.7846508640952
BM,1994-11-14,CLADOCERA,293.561965837738
BM,1994-11-14,COPEPODA,83.37216996097204
BM,1994-11-14,ROTIFERA,11.0273442
BM,1994-11-14,TOTAL,387.96147999871005
BM,1995-02-21,COPEPODA,5.267517963589736
BM,1995-02-21,ROTIFERA,0.101084
BM,1995-02-21,TOTAL,5.368601963589736
BM,1995-05-03,CLADOCERA,12.734342189303522
BM,1995-05-03,COPEPODA,78.57528284308432
BM,1995-05-03,ROTIFERA,14.183253888
BM,1995-05-03,TOTAL,105.49287892038784
BM,1995-06-13,CLADOCERA,50.317879645010244
BM,1995-06-13,COPEPODA,76.52713199165531
BM,1995-06-13,ROTIFERA,1.2358372
BM,1995-06-13,TOTAL,128.08084883666555
BM,1995-08-23,CLADOCERA,18.20912234999544
BM,1995-08-23,COPEPODA,18.52545236628699
BM,1995-08-23,ROTIFERA,0.3718208000000001
BM,1995-08-23,TOTAL,37.10639551628243
BM,1995-12-18,CLADOCERA,150.7260910592157
BM,1995-12-18,COPEPODA,104.69251333299174
BM,1995-12-18,ROTIFERA,5.896891200000001
BM,1995-12-18,TOTAL,261.3154955922074
BM,1996-02-23,CLADOCERA,43.93287271873204
BM,1996-02-23,COPEPODA,67.2365483380272
BM,1996-02-23,ROTIFERA,1.6483899999999998
BM,1996-02-23,TOTAL,112.81781105675925
BM,1996-05-15,CLADOCERA,2.1743018381936
BM,1996-05-15,COPEPODA,54.75526673472432
BM,1996-05-15,ROTIFERA,0.30527172
BM,1996-05-15,TOTAL,57.23484029291792
BM,1996-06-10,CLADOCERA,62.86720908513622
BM,1996-06-10,COPEPODA,208.57446361317346
BM,1996-06-10,ROTIFERA,10.085681788
BM,1996-06-10,TOTAL,281.52735448630966
BM,1996-08-06,CLADOCERA,17.175965363109196
BM,1996-08-06,COPEPODA,86.9039141870651
BM,1996-08-06,ROTIFERA,3.6778052480000007
BM,1996-08-06,TOTAL,107.7576847981743
BM,1996-11-06,CLADOCERA,569.9914548041098
BM,1996-11-06,COPEPODA,105.40511537080155
BM,1996-11-06,ROTIFERA,4.677793406000001
BM,1996-11-06,TOTAL,680.0743635809114
BM,1997-02-20,CLADOCERA,33.61239083838758
BM,1997-02-20,COPEPODA,28.229046631442078
BM,1997-02-20,ROTIFERA,0.9632555040000003
BM,1997-02-20,TOTAL,62.80469297382967
BM,1997-05-06,CLADOCERA,2.3655952265047304
BM,1997-05-06,COPEPODA,82.63459592925193
BM,1997-05-06,ROTIFERA,0.8518116000000002
BM,1997-05-06,TOTAL,85.85200275575666
BM,1997-06-17,CLADOCERA,243.2655617414288
BM,1997-06-17,COPEPODA,66.47638995127923
BM,1997-06-17,ROTIFERA,3.44987005
BM,1997-06-17,TOTAL,313.19182174270804
BM,1997-08-27,CLADOCERA,53.98620948029976
BM,1997-08-27,COPEPODA,132.92123969606573
BM,1997-08-27,ROTIFERA,1.2928332
BM,1997-08-27,TOTAL,188.2002823763655
BM,1997-11-12,CLADOCERA,33.014591766499244
BM,1997-11-12,COPEPODA,178.10294672295637
BM,1997-11-12,ROTIFERA,8.4533152
BM,1997-11-12,TOTAL,219.57085368945562
BM,1998-02-19,CLADOCERA,49.83784099254039
BM,1998-02-19,COPEPODA,178.99235805263567
BM,1998-02-19,ROTIFERA,0.4593000000000001
BM,1998-02-19,TOTAL,229.28949904517606
BM,1998-04-23,CLADOCERA,104.81176622931953
BM,1998-04-23,COPEPODA,204.7503346987119
BM,1998-04-23,ROTIFERA,0.6014750000000001
BM,1998-04-23,TOTAL,310.16357592803143
BM,1998-06-18,CLADOCERA,11.561378808973323
BM,1998-06-18,COPEPODA,45.54052577984878
BM,1998-06-18,ROTIFERA,1.8718277599999997
BM,1998-06-18,TOTAL,58.973732348822104
BM,1998-08-11,CLADOCERA,155.11884327873798
BM,1998-08-11,COPEPODA,228.63032165368634
BM,1998-08-11,ROTIFERA,1.7332224000000003
BM,1998-08-11,TOTAL,385.4823873324243
BM,1998-11-02,CLADOCERA,158.0241645444551
BM,1998-11-02,COPEPODA,467.6333960599948
BM,1998-11-02,ROTIFERA,10.459942508
BM,1998-11-02,TOTAL,636.1175031124499
BM,1999-02-24,CLADOCERA,219.1498619923463
BM,1999-02-24,COPEPODA,244.66271033780785
BM,1999-02-24,ROTIFERA,2.0692422880000003
BM,1999-02-24,TOTAL,465.8818146181542
BM,1999-05-03,CLADOCERA,17.358398330165848
BM,1999-05-03,COPEPODA,71.31657867271439
BM,1999-05-03,ROTIFERA,2.406314945016461
BM,1999-05-03,TOTAL,91.0812919478967
BM,1999-06-28,CLADOCERA,29.358966725348974
BM,1999-06-28,COPEPODA,137.21726242667773
BM,1999-06-28,ROTIFERA,10.07701240412099
BM,1999-06-28,TOTAL,176.6532415561477
BM,1999-08-27,CLADOCERA,115.67089527555814
BM,1999-08-27,COPEPODA,218.68214405326384
BM,1999-08-27,ROTIFERA,1.4725526550099972
BM,1999-08-27,TOTAL,335.825591983832
BM,1999-11-11,CLADOCERA,75.3088466046066
BM,1999-11-11,COPEPODA,421.04409909785096
BM,1999-11-11,ROTIFERA,9.25084032428381
BM,1999-11-11,TOTAL,505.6037860267414
BM,2000-02-23,CLADOCERA,45.55498922265077
BM,2000-02-23,COPEPODA,225.5694423563795
BM,2000-02-23,ROTIFERA,5.570442200228364
BM,2000-02-23,TOTAL,276.69487377925867
BM,2000-04-05,CLADOCERA,89.19262081509933
BM,2000-04-05,COPEPODA,280.69835067481256
BM,2000-04-05,ROTIFERA,5.490736651612049
BM,2000-04-05,TOTAL,375.3817081415239
BM,2000-05-30,CLADOCERA,155.84593255345513
BM,2000-05-30,COPEPODA,208.74226309527756
BM,2000-05-30,ROTIFERA,4.520549836297899
BM,2000-05-30,TOTAL,369.10874548503057
BM,2000-07-24,CLADOCERA,3.3182787875729978
BM,2000-07-24,COPEPODA,73.73145277826583
BM,2000-07-24,ROTIFERA,3.8553254468093443
BM,2000-07-24,TOTAL,80.90505701264819
BM,2000-08-24,CLADOCERA,144.77337020033886
BM,2000-08-24,COPEPODA,241.30512977931554
BM,2000-08-24,ROTIFERA,6.124941068140475
BM,2000-08-24,TOTAL,392.20344104779485
BM,2000-11-14,CLADOCERA,217.76256667485524
BM,2000-11-14,COPEPODA,152.5132120097666
BM,2000-11-14,ROTIFERA,10.462610938956924
BM,2000-11-14,TOTAL,380.73838962357877
BM,2001-02-23,CLADOCERA,12.183499416184358
BM,2001-02-23,COPEPODA,8.952062666368423
BM,2001-02-23,ROTIFERA,0.3672722115681763
BM,2001-02-23,TOTAL,21.50283429412096
BM,2001-05-04,CLADOCERA,38.134302448828365
BM,2001-05-04,COPEPODA,148.8791073791192
BM,2001-05-04,ROTIFERA,2.2202418760472664
BM,2001-05-04,TOTAL,189.23365170399484
BM,2001-06-27,CLADOCERA,8.829509601015893
BM,2001-06-27,COPEPODA,5.073164823305017
BM,2001-06-27,ROTIFERA,7.4803427503875914
BM,2001-06-27,TOTAL,21.383017174708502
BM,2001-08-21,CLADOCERA,34.84248753109691
BM,2001-08-21,COPEPODA,122.99070412689012
BM,2001-08-21,ROTIFERA,1.6749653352483163
BM,2001-08-21,TOTAL,159.50815699323536
BM,2001-11-12,CLADOCERA,235.04786249514234
BM,2001-11-12,COPEPODA,271.56176406660614
BM,2001-11-12,ROTIFERA,11.694880880821826
BM,2001-11-12,TOTAL,518.3045074425703
BM,2002-02-26,CLADOCERA,44.672831192675986
BM,2002-02-26,COPEPODA,70.94673916490144
BM,2002-02-26,ROTIFERA,4.41937962371765
BM,2002-02-26,TOTAL,120.03894998129509
BM,2002-04-24,CLADOCERA,11.271164811355149
BM,2002-04-24,COPEPODA,60.91237193735551
BM,2002-04-24,ROTIFERA,3.764436180080373
BM,2002-04-24,TOTAL,75.94797292879103
BM,2002-05-20,CLADOCERA,242.61777582585952
BM,2002-05-20,COPEPODA,132.42138897918906
BM,2002-05-20,ROTIFERA,17.631317324720744
BM,2002-05-20,TOTAL,392.6704821297693
BM,2002-06-18,CLADOCERA,54.16901190092363
BM,2002-06-18,COPEPODA,5.649584359436913
BM,2002-06-18,ROTIFERA,2.7453574596852985
BM,2002-06-18,TOTAL,62.563953720045845
BM,2002-08-12,CLADOCERA,49.69378014953264
BM,2002-08-12,COPEPODA,395.471318819685
BM,2002-08-12,ROTIFERA,1.0741866496885744
BM,2002-08-12,TOTAL,446.2392856189062
BM,2002-11-05,CLADOCERA,215.4061214674725
BM,2002-11-05,COPEPODA,140.44672287670755
BM,2002-11-05,ROTIFERA,4.51291815505787
BM,2002-11-05,TOTAL,360.3657624992379
BM,2003-02-21,CLADOCERA,49.549457066628506
BM,2003-02-21,COPEPODA,24.75245990043012
BM,2003-02-21,ROTIFERA,0.8201607853323436
BM,2003-02-21,TOTAL,75.12207775239096
BM,2003-04-30,CLADOCERA,17.994931083240804
BM,2003-04-30,COPEPODA,19.704857414143177
BM,2003-04-30,ROTIFERA,2.0562253393323435
BM,2003-04-30,TOTAL,39.75601383671632
BM,2003-05-30,CLADOCERA,144.12583665171314
BM,2003-05-30,COPEPODA,119.92096200657193
BM,2003-05-30,ROTIFERA,13.8076578469962
BM,2003-05-30,TOTAL,277.8544565052813
BM,2003-06-25,CLADOCERA,26.168071946262465
BM,2003-06-25,COPEPODA,13.040648858114992
BM,2003-06-25,ROTIFERA,8.607171608686473
BM,2003-06-25,TOTAL,47.81589241306393
BM,2003-07-23,CLADOCERA,138.30270544259963
BM,2003-07-23,COPEPODA,128.29819975833794
BM,2003-07-23,ROTIFERA,23.234123650046946
BM,2003-07-23,TOTAL,289.83502885098454
BM,2003-08-19,CLADOCERA,11.33305604191218
BM,2003-08-19,COPEPODA,94.20495147767878
BM,2003-08-19,ROTIFERA,2.2158153161384275
BM,2003-08-19,TOTAL,107.75382283572938
BM,2003-09-17,CLADOCERA,35.797866074658
BM,2003-09-17,COPEPODA,53.84481117307998
BM,2003-09-17,ROTIFERA,1.9267288274114043
BM,2003-09-17,TOTAL,91.56940607514939
BM,2003-10-13,CLADOCERA,93.51789862873609
BM,2003-10-13,COPEPODA,133.8538848990159
BM,2003-10-13,ROTIFERA,3.8519315616280063
BM,2003-10-13,TOTAL,231.22371508938
BM,2003-11-10,CLADOCERA,109.43486687613782
BM,2003-11-10,COPEPODA,108.91250555323154
BM,2003-11-10,ROTIFERA,4.910494391958232
BM,2003-11-10,TOTAL,223.25786682132758
BM,2004-03-02,CLADOCERA,8.006990925095174
BM,2004-03-02,COPEPODA,29.91859567374988
BM,2004-03-02,ROTIFERA,0.6830197765076159
BM,2004-03-02,TOTAL,38.60860637535267
BM,2004-04-29,COPEPODA,19.5026911703615
BM,2004-04-29,ROTIFERA,0.4544414644604771
BM,2004-04-29,TOTAL,19.957132634821978
BM,2004-05-25,CLADOCERA,68.5789261579432
BM,2004-05-25,COPEPODA,167.25376893784295
BM,2004-05-25,ROTIFERA,20.563536246199305
BM,2004-05-25,TOTAL,256.39623134198547
BM,2004-06-22,COPEPODA,24.983500725527094
BM,2004-06-22,ROTIFERA,0.9601137243788391
BM,2004-06-22,TOTAL,25.943614449905933
BM,2004-07-19,CLADOCERA,39.01099500228558
BM,2004-07-19,COPEPODA,30.314088785151608
BM,2004-07-19,ROTIFERA,2.6385723040897355
BM,2004-07-19,TOTAL,71.96365609152693
BM,2004-08-03,CLADOCERA,36.11923580030604
BM,2004-08-03,COPEPODA,99.75630078360265
BM,2004-08-03,ROTIFERA,5.783492940774492
BM,2004-08-03,TOTAL,141.65902952468318
BM,2004-08-17,CLADOCERA,9.841444234595176
BM,2004-08-17,COPEPODA,88.3732825459215
BM,2004-08-17,ROTIFERA,4.367185131327046
BM,2004-08-17,TOTAL,102.58191191184372
BM,2004-09-13,CLADOCERA,233.73971128140525
BM,2004-09-13,COPEPODA,182.48175919456648
BM,2004-09-13,ROTIFERA,1.8133186350641883
BM,2004-09-13,TOTAL,418.0347891110359
BM,2004-10-12,CLADOCERA,134.30900337170564
BM,2004-10-12,COPEPODA,140.71019159313465
BM,2004-10-12,ROTIFERA,22.634311867554786
BM,2004-10-12,TOTAL,297.65350683239507
BM,2004-11-08,CLADOCERA,152.65790507787645
BM,2004-11-08,COPEPODA,87.32285811986296
BM,2004-11-08,ROTIFERA,3.0356269883498355
BM,2004-11-08,TOTAL,243.01639018608924
BM,2005-02-24,CLADOCERA,22.105731558282528
BM,2005-02-24,COPEPODA,56.079157779665124
BM,2005-02-24,ROTIFERA,1.9804403293278952
BM,2005-02-24,TOTAL,80.16532966727554
BM,2005-04-22,CLADOCERA,2.7322459662046343
BM,2005-04-22,COPEPODA,30.534116265676012
BM,2005-04-22,ROTIFERA,1.3087350900001988
BM,2005-04-22,TOTAL,34.57509732188085
BM,2005-05-16,CLADOCERA,37.365957650444145
BM,2005-05-16,COPEPODA,125.27957679200492
BM,2005-05-16,ROTIFERA,17.023940187278843
BM,2005-05-16,TOTAL,179.66947462972792
BM,2005-06-14,CLADOCERA,58.71793345069795
BM,2005-06-14,COPEPODA,15.834404762633916
BM,2005-06-14,ROTIFERA,1.0193851647211813
BM,2005-06-14,TOTAL,75.57172337805305
BM,2005-07-12,CLADOCERA,79.12529356743855
BM,2005-07-12,COPEPODA,144.64111177834727
BM,2005-07-12,ROTIFERA,2.362071932593914
BM,2005-07-12,TOTAL,226.12847727837973
BM,2005-08-10,CLADOCERA,135.43654317164604
BM,2005-08-10,COPEPODA,198.6562854736332
BM,2005-08-10,ROTIFERA,11.369444809055198
BM,2005-08-10,TOTAL,345.4622734543344
BM,2005-09-09,CLADOCERA,26.834290646310706
BM,2005-09-09,COPEPODA,68.75640427890242
BM,2005-09-09,ROTIFERA,2.6588927109543943
BM,2005-09-09,TOTAL,98.24958763616752
BM,2005-10-05,CLADOCERA,173.3574157705447
BM,2005-10-05,COPEPODA,211.560398982312
BM,2005-10-05,ROTIFERA,7.588058054299612
BM,2005-10-05,TOTAL,392.5058728071563
BM,2005-11-11,CLADOCERA,217.75869857347297
BM,2005-11-11,COPEPODA,338.7622829535549
BM,2005-11-11,ROTIFERA,11.03573984360592
BM,2005-11-11,TOTAL,567.5567213706338
BM,2006-02-21,CLADOCERA,44.442147154620514
BM,2006-02-21,COPEPODA,170.41242425959425
BM,2006-02-21,ROTIFERA,4.865840654441409
BM,2006-02-21,TOTAL,219.72041206865617
BM,2006-04-24,CLADOCERA,45.37294857553932
BM,2006-04-24,COPEPODA,96.22477323433812
BM,2006-04-24,ROTIFERA,3.200843241086208
BM,2006-04-24,TOTAL,144.79856505096365
BM,2006-05-03,CLADOCERA,0
BM,2006-05-03,COPEPODA,0
BM,2006-05-03,ROTIFERA,0
BM,2006-05-03,TOTAL,0
BM,2006-05-19,CLADOCERA,412.9806670909008
BM,2006-05-19,COPEPODA,243.127240515829
BM,2006-05-19,ROTIFERA,12.805779108124796
BM,2006-05-19,TOTAL,668.9136867148546
BM,2006-06-13,CLADOCERA,33.09577459760595
BM,2006-06-13,COPEPODA,44.66293744931578
BM,2006-06-13,ROTIFERA,6.6508952731577935
BM,2006-06-13,TOTAL,84.40960732007953
BM,2006-06-27,ROTIFERA,0
BM,2006-06-27,TOTAL,0
BM,2006-07-10,CLADOCERA,136.527225705503
BM,2006-07-10,COPEPODA,164.86710140032872
BM,2006-07-10,ROTIFERA,17.294242756821085
BM,2006-07-10,TOTAL,318.6885698626528
BM,2006-07-25,COPEPODA,0
BM,2006-07-25,ROTIFERA,0
BM,2006-07-25,TOTAL,0
BM,2006-08-07,CLADOCERA,109.23627130864098
BM,2006-08-07,COPEPODA,419.45959614546865
BM,2006-08-07,ROTIFERA,4.808042250222853
BM,2006-08-07,TOTAL,533.5039097043325
BM,2006-09-05,CLADOCERA,6.90077883356221
BM,2006-09-05,COPEPODA,47.85824743624673
BM,2006-09-05,ROTIFERA,1.354861969415913
BM,2006-09-05,TOTAL,56.11388823922485
BM,2006-09-18,ROTIFERA,0
BM,2006-09-18,TOTAL,0
BM,2006-10-02,CLADOCERA,144.21588729240568
BM,2006-10-02,COPEPODA,290.04283582898597
BM,2006-10-02,ROTIFERA,5.603748832038083
BM,2006-10-02,TOTAL,439.8624719534297
BM,2006-11-01,CLADOCERA,192.24616781458323
BM,2006-11-01,COPEPODA,262.598743810898
BM,2006-11-01,ROTIFERA,5.8323851756273095
BM,2006-11-01,TOTAL,460.6772968011085
BM,2007-02-27,CLADOCERA,101.11865572991047
BM,2007-02-27,COPEPODA,55.26171129068658
BM,2007-02-27,ROTIFERA,6.626428610297321
BM,2007-02-27,TOTAL,163.00679563089437
BM,2007-04-25,CLADOCERA,152.85631847086512
BM,2007-04-25,COPEPODA,111.49479143788521
BM,2007-04-25,ROTIFERA,7.993095158813863
BM,2007-04-25,TOTAL,272.3442050675642
BM,2007-05-22,CLADOCERA,216.61094916794391
BM,2007-05-22,COPEPODA,121.92580676432742
BM,2007-05-22,ROTIFERA,4.392702520224144
BM,2007-05-22,TOTAL,342.9294584524955
BM,2007-06-20,CLADOCERA,77.3706474119481
BM,2007-06-20,COPEPODA,49.442495772573075
BM,2007-06-20,ROTIFERA,12.913145756547626
BM,2007-06-20,TOTAL,139.7262889410688
BM,2007-07-18,CLADOCERA,17.30442439966081
BM,2007-07-18,COPEPODA,33.43935478380018
BM,2007-07-18,ROTIFERA,11.808006359375938
BM,2007-07-18,TOTAL,62.551785542836924
BM,2007-08-15,CLADOCERA,78.11105782694911
BM,2007-08-15,COPEPODA,311.18726586290063
BM,2007-08-15,ROTIFERA,5.255095126843214
BM,2007-08-15,TOTAL,394.55341881669295
BM,2007-09-11,CLADOCERA,63.614232393154104
BM,2007-09-11,COPEPODA,187.16418619122953
BM,2007-09-11,ROTIFERA,4.485240493142104
BM,2007-09-11,TOTAL,255.26365907752574
BM,2007-10-08,CLADOCERA,461.4408872347359
BM,2007-10-08,COPEPODA,623.1840854885966
BM,2007-10-08,ROTIFERA,43.10177377901501
BM,2007-10-08,TOTAL,1127.7267465023474
BM,2007-11-09,CLADOCERA,342.69632604708363
BM,2007-11-09,COPEPODA,134.094186623738
BM,2007-11-09,ROTIFERA,9.013323611300443
BM,2007-11-09,TOTAL,485.8038362821221
BM,2008-02-26,CLADOCERA,21.351975800253797
BM,2008-02-26,COPEPODA,19.306272622733417
BM,2008-02-26,ROTIFERA,2.384739045514368
BM,2008-02-26,TOTAL,43.042987468501586
BM,2008-05-09,CLADOCERA,13.875008338056704
BM,2008-05-09,COPEPODA,48.01706657755747
BM,2008-05-09,ROTIFERA,1.768571728201575
BM,2008-05-09,TOTAL,63.66064664381575
BM,2008-05-20,ROTIFERA,0
BM,2008-05-20,TOTAL,0
BM,2008-06-03,CLADOCERA,331.7252069883602
BM,2008-06-03,COPEPODA,246.22861037823176
BM,2008-06-03,ROTIFERA,10.678671405510645
BM,2008-06-03,TOTAL,588.6324887721026
BM,2008-07-01,CLADOCERA,51.956892054325436
BM,2008-07-01,COPEPODA,46.81963236238155
BM,2008-07-01,ROTIFERA,5.506776652570378
BM,2008-07-01,TOTAL,104.28330106927736
BM,2008-07-30,CLADOCERA,9.35151294679663
BM,2008-07-30,COPEPODA,72.323588657047
BM,2008-07-30,ROTIFERA,7.826732519420867
BM,2008-07-30,TOTAL,89.50183412326449
BM,2008-08-28,CLADOCERA,25.69498212645866
BM,2008-08-28,COPEPODA,126.80887983221433
BM,2008-08-28,ROTIFERA,2.8943192445312658
BM,2008-08-28,TOTAL,155.39818120320427
BM,2008-09-22,CLADOCERA,24.410104598388973
BM,2008-09-22,COPEPODA,234.02978278869395
BM,2008-09-22,ROTIFERA,5.026299123471299
BM,2008-09-22,TOTAL,263.4661865105542
BM,2008-10-21,CLADOCERA,75.72609533922318
BM,2008-10-21,COPEPODA,365.8313865951307
BM,2008-10-21,ROTIFERA,10.780876874229785
BM,2008-10-21,TOTAL,452.3383588085837
BM,2008-11-07,CLADOCERA,216.15794746295137
BM,2008-11-07,COPEPODA,318.65436288130735
BM,2008-11-07,ROTIFERA,8.606946046099965
BM,2008-11-07,TOTAL,543.4192563903587
BM,2009-02-24,CLADOCERA,37.52939390929715
BM,2009-02-24,COPEPODA,191.66139259004186
BM,2009-02-24,ROTIFERA,3.9027296984106763
BM,2009-02-24,TOTAL,233.09351619774966
BM,2009-04-29,CLADOCERA,348.99479506603166
BM,2009-04-29,COPEPODA,367.00440627369085
BM,2009-04-29,ROTIFERA,6.527027365690293
BM,2009-04-29,TOTAL,722.5262287054128
BM,2009-05-26,CLADOCERA,402.0896508978294
BM,2009-05-26,COPEPODA,196.68577973811384
BM,2009-05-26,ROTIFERA,4.300115747781435
BM,2009-05-26,TOTAL,603.0755463837247
BM,2009-06-23,CLADOCERA,65.86963011944654
BM,2009-06-23,COPEPODA,11.970213630404281
BM,2009-06-23,ROTIFERA,1.1926723388428537
BM,2009-06-23,TOTAL,79.03251608869368
BM,2009-07-20,CLADOCERA,8.806942427519916
BM,2009-07-20,COPEPODA,5.637942978409539
BM,2009-07-20,ROTIFERA,7.546849723809744
BM,2009-07-20,TOTAL,21.991735129739197
BM,2009-08-17,CLADOCERA,10.368319727190464
BM,2009-08-17,COPEPODA,152.08064224101005
BM,2009-08-17,ROTIFERA,3.9239380426466686
BM,2009-08-17,TOTAL,166.37290001084716
BM,2009-09-14,CLADOCERA,12.589727333001331
BM,2009-09-14,COPEPODA,136.9695283669934
BM,2009-09-14,ROTIFERA,2.7498176134763725
BM,2009-09-14,TOTAL,152.3090733134711
BM,2009-09-14,NA,0
BM,2009-10-12,CLADOCERA,44.292162559575914
BM,2009-10-12,COPEPODA,207.5245665063425
BM,2009-10-12,ROTIFERA,13.246166132030567
BM,2009-10-12,TOTAL,265.062895197949
BM,2009-11-10,CLADOCERA,180.46069472741928
BM,2009-11-10,COPEPODA,242.29283149644093
BM,2009-11-10,ROTIFERA,7.217339964755399
BM,2009-11-10,TOTAL,429.9708661886156
BM,2010-02-12,CLADOCERA,115.53730395901584
BM,2010-02-12,COPEPODA,73.36743641931527
BM,2010-02-12,ROTIFERA,4.027244661167641
BM,2010-02-12,TOTAL,192.93198503949876
BM,2010-04-13,CLADOCERA,10.084749043903976
BM,2010-04-13,COPEPODA,170.24716709530566
BM,2010-04-13,ROTIFERA,5.04993664737996
BM,2010-04-13,TOTAL,185.38185278658958
BM,2010-05-10,CLADOCERA,573.0526535827235
BM,2010-05-10,COPEPODA,286.83263199261904
BM,2010-05-10,ROTIFERA,24.37002967988835
BM,2010-05-10,TOTAL,884.2553152552308
BM,2010-06-07,CLADOCERA,109.47599666754488
BM,2010-06-07,COPEPODA,47.805388791226285
BM,2010-06-07,ROTIFERA,12.454479756009956
BM,2010-06-07,TOTAL,169.73586521478111
BM,2010-07-09,CLADOCERA,9.90823124559254
BM,2010-07-09,COPEPODA,38.16649336312681
BM,2010-07-09,ROTIFERA,6.054247055815121
BM,2010-07-09,TOTAL,54.12897166453447
BM,2010-08-02,CLADOCERA,11.939713207863589
BM,2010-08-02,COPEPODA,110.52384100258254
BM,2010-08-02,ROTIFERA,4.905846668493526
BM,2010-08-02,TOTAL,127.36940087893966
BM,2010-08-30,CLADOCERA,36.293004845231344
BM,2010-08-30,COPEPODA,223.65821119068
BM,2010-08-30,ROTIFERA,7.5612131289461315
BM,2010-08-30,TOTAL,267.51242916485745
BM,2010-09-27,CLADOCERA,58.89069248734405
BM,2010-09-27,COPEPODA,154.6669427566479
BM,2010-09-27,ROTIFERA,18.035094639543363
BM,2010-09-27,TOTAL,231.5927298835353
BM,2010-11-11,CLADOCERA,561.8394045027203
BM,2010-11-11,COPEPODA,243.97825803442467
BM,2010-11-11,ROTIFERA,5.919073106821318
BM,2010-11-11,TOTAL,811.7367356439663
BM,2011-02-16,CLADOCERA,26.89850200837109
BM,2011-02-16,COPEPODA,154.49081288870292
BM,2011-02-16,ROTIFERA,1.0761997673128894
BM,2011-02-16,TOTAL,182.46551466438692
BM,2011-05-05,CLADOCERA,308.87086241303604
BM,2011-05-05,COPEPODA,340.2523781378541
BM,2011-05-05,ROTIFERA,6.513009203750176
BM,2011-05-05,TOTAL,655.6362497546404
BM,2011-05-31,CLADOCERA,94.29538851811557
BM,2011-05-31,COPEPODA,132.2445806415781
BM,2011-05-31,ROTIFERA,4.756009278155777
BM,2011-05-31,TOTAL,231.29597843784947
BM,2011-07-01,CLADOCERA,21.132167692426034
BM,2011-07-01,COPEPODA,71.35375303934359
BM,2011-07-01,ROTIFERA,10.48484889423675
BM,2011-07-01,TOTAL,102.97076962600637
BM,2011-07-27,CLADOCERA,34.73029559028597
BM,2011-07-27,COPEPODA,172.41558412701752
BM,2011-07-27,ROTIFERA,17.483070226980317
BM,2011-07-27,TOTAL,224.6289499442838
BM,2011-08-23,CLADOCERA,19.4704910718077
BM,2011-08-23,COPEPODA,138.16603577734497
BM,2011-08-23,ROTIFERA,4.146707608713004
BM,2011-08-23,TOTAL,161.7832344578657
BM,2011-09-19,CLADOCERA,18.052355969235638
BM,2011-09-19,COPEPODA,123.36658254630575
BM,2011-09-19,ROTIFERA,4.708771273692207
BM,2011-09-19,TOTAL,146.1277097892336
BM,2011-10-18,CLADOCERA,23.413531872925788
BM,2011-10-18,COPEPODA,66.35044196274995
BM,2011-10-18,ROTIFERA,4.8200838649503766
BM,2011-10-18,TOTAL,94.58405770062612
BM,2011-11-15,CLADOCERA,51.49226250821651
BM,2011-11-15,COPEPODA,75.75162178033342
