lakeid,year4,sampledate,larger_group,total_biomass
CB,1981,1981-12-08,COPEPODA,2.625103554654467
CB,1981,1981-12-08,ROTIFERA,0.380403306173131
CB,1982,1982-01-18,CLADOCERA,0.3025443129539109
CB,1982,1982-01-18,COPEPODA,8.063817243947671
CB,1982,1982-01-18,ROTIFERA,6.319352987483392
CB,1982,1982-02-22,CLADOCERA,0.3025443129539109
CB,1982,1982-02-22,COPEPODA,13.15097244789972
CB,1982,1982-02-22,ROTIFERA,8.193385493409165
CB,1982,1982-04-07,COPEPODA,2.797376496269682
CB,1982,1982-04-07,ROTIFERA,6.585239247129077
CB,1982,1982-05-13,CLADOCERA,3.913062230574788
CB,1982,1982-05-13,COPEPODA,3.0044833619691422
CB,1982,1982-05-13,ROTIFERA,0.22276548965092702
CB,1982,1982-05-24,CLADOCERA,8.676620386135575
CB,1982,1982-05-24,COPEPODA,34.06860496308438
CB,1982,1982-05-24,ROTIFERA,0.6086939848113945
CB,1982,1982-06-10,CLADOCERA,14.3431459424724
CB,1982,1982-06-10,COPEPODA,44.65342463461379
CB,1982,1982-06-10,ROTIFERA,0.8996533064519964
CB,1982,1982-07-06,CLADOCERA,74.416562043502
CB,1982,1982-07-06,COPEPODA,160.515574800015
CB,1982,1982-07-06,ROTIFERA,0.5822587444098238
CB,1982,1982-08-04,CLADOCERA,13.350821371190001
CB,1982,1982-08-04,COPEPODA,13.453343850079982
CB,1982,1982-08-04,ROTIFERA,0.034035840965964154
CB,1982,1982-08-19,CLADOCERA,416.66657178536116
CB,1982,1982-08-19,COPEPODA,208.1405121405058
CB,1982,1982-08-19,ROTIFERA,0.3574463340070444
CB,1982,1982-09-07,CLADOCERA,393.4533573730761
CB,1982,1982-09-07,COPEPODA,542.2277645570407
CB,1982,1982-09-07,ROTIFERA,0.3994920482243106
CB,1982,1982-10-06,CLADOCERA,119.90038776209683
CB,1982,1982-10-06,COPEPODA,42.59956066789893
CB,1982,1982-10-06,ROTIFERA,0.11430951095217087
CB,1982,1982-10-22,CLADOCERA,63.02475841737728
CB,1982,1982-10-22,COPEPODA,2.8946660624456078
CB,1982,1982-10-22,ROTIFERA,0.10780324392245283
CB,1982,1982-11-11,CLADOCERA,52.29589151617521
CB,1982,1982-11-11,COPEPODA,4.242403239229455
CB,1982,1982-11-11,ROTIFERA,0.6226703518894248
CB,1982,1982-12-01,CLADOCERA,45.16917027586751
CB,1982,1982-12-01,COPEPODA,6.6742406010201485
CB,1982,1982-12-01,ROTIFERA,0.8902153705774682
CB,1983,1983-01-11,CLADOCERA,25.38470463584743
CB,1983,1983-01-11,COPEPODA,8.721280821678391
CB,1983,1983-01-11,ROTIFERA,4.458544515218746
CB,1983,1983-01-28,CLADOCERA,5865.764015217046
CB,1983,1983-01-28,COPEPODA,573.527513266331
CB,1983,1983-01-28,ROTIFERA,2.761762088593025
CB,1983,1983-02-24,CLADOCERA,28.941782607458936
CB,1983,1983-02-24,COPEPODA,23.156239742366626
CB,1983,1983-02-24,ROTIFERA,11.878924341822893
CB,1983,1983-03-25,CLADOCERA,92.6519687199121
CB,1983,1983-03-25,COPEPODA,6.219937707857721
CB,1983,1983-03-25,ROTIFERA,0.9029686283329533
CB,1983,1983-05-12,CLADOCERA,57.18578810729629
CB,1983,1983-05-12,COPEPODA,73.24627576964288
CB,1983,1983-05-12,ROTIFERA,0.9417712641644667
CB,1983,1983-05-26,CLADOCERA,106.61228961693743
CB,1983,1983-05-26,COPEPODA,35.426135411370694
CB,1983,1983-05-26,ROTIFERA,3.9402964191930363
CB,1983,1983-06-07,CLADOCERA,36.64683651076681
CB,1983,1983-06-07,COPEPODA,86.352605684007
CB,1983,1983-06-07,ROTIFERA,3.9258313253329695
CB,1983,1983-06-23,CLADOCERA,238.39001368973808
CB,1983,1983-06-23,COPEPODA,208.62132654902294
CB,1983,1983-06-23,ROTIFERA,2.9544702273176537
CB,1983,1983-07-07,CLADOCERA,275.92824226086907
CB,1983,1983-07-07,COPEPODA,785.9392799556758
CB,1983,1983-07-07,ROTIFERA,0.6813769707455346
CB,1983,1983-07-19,CLADOCERA,56.81709259389704
CB,1983,1983-07-19,COPEPODA,327.9992054207529
CB,1983,1983-07-19,ROTIFERA,0.15280215785352863
CB,1983,1983-08-01,CLADOCERA,51.68088112110763
CB,1983,1983-08-01,COPEPODA,163.87239486510197
CB,1983,1983-08-01,ROTIFERA,2.1256432467215913
CB,1983,1983-08-18,CLADOCERA,26.86097976466091
CB,1983,1983-08-18,COPEPODA,255.2207048794615
CB,1983,1983-08-18,ROTIFERA,0.8995107835677343
CB,1983,1983-09-07,CLADOCERA,5.741655179306793
CB,1983,1983-09-07,COPEPODA,8.944383056301957
CB,1983,1983-09-07,ROTIFERA,0.3871881658722635
CB,1983,1983-09-29,CLADOCERA,242.15894577983053
CB,1983,1983-09-29,COPEPODA,189.48558341717234
CB,1983,1983-09-29,ROTIFERA,0.6769058076844766
CB,1983,1983-10-18,CLADOCERA,188.7813361651051
CB,1983,1983-10-18,COPEPODA,37.3550433230433
CB,1983,1983-10-18,ROTIFERA,0.672391023807205
CB,1983,1983-11-16,CLADOCERA,1.8088614129661835
CB,1983,1983-11-16,COPEPODA,12.951471247217896
CB,1983,1983-11-16,ROTIFERA,1.4022060042244373
CB,1984,1984-01-05,CLADOCERA,70.36878280165915
CB,1984,1984-01-05,COPEPODA,19.083617975971237
CB,1984,1984-01-05,ROTIFERA,0.6698184978112139
CB,1984,1984-02-20,CLADOCERA,376.50406736999014
CB,1984,1984-02-20,COPEPODA,342.1188329262602
CB,1984,1984-02-20,ROTIFERA,2.112918137568245
CB,1984,1984-04-09,CLADOCERA,5.148297867672984
CB,1984,1984-04-09,COPEPODA,34.1853373016239
CB,1984,1984-04-09,ROTIFERA,0.397843488518801
CB,1984,1984-05-10,CLADOCERA,299.54814188908455
CB,1984,1984-05-10,COPEPODA,97.88385276312205
CB,1984,1984-05-10,ROTIFERA,0.2542261603791343
CB,1984,1984-05-24,CLADOCERA,63.94825565336289
CB,1984,1984-05-24,COPEPODA,70.5260744406425
CB,1984,1984-05-24,ROTIFERA,3.8378048537960967
CB,1984,1984-06-05,CLADOCERA,32.12503245695194
CB,1984,1984-06-05,COPEPODA,190.07727130124118
CB,1984,1984-06-05,ROTIFERA,1.7961637531075625
CB,1984,1984-06-18,CLADOCERA,149.42885949243077
CB,1984,1984-06-18,COPEPODA,113.59867897494757
CB,1984,1984-06-18,ROTIFERA,2.6888286432749227
CB,1984,1984-07-04,CLADOCERA,162.5678030773552
CB,1984,1984-07-04,COPEPODA,41.3013364665609
CB,1984,1984-07-04,ROTIFERA,2.6588141155072487
CB,1984,1984-07-18,CLADOCERA,78.21854319668174
CB,1984,1984-07-18,COPEPODA,66.95287877512818
CB,1984,1984-07-18,ROTIFERA,2.515171429234368
CB,1984,1984-07-31,CLADOCERA,117.22736029010035
CB,1984,1984-07-31,COPEPODA,62.13936597785309
CB,1984,1984-07-31,ROTIFERA,0.45206853145851134
CB,1984,1984-08-16,CLADOCERA,34.09927817858853
CB,1984,1984-08-16,COPEPODA,61.89930247114419
CB,1984,1984-08-16,ROTIFERA,0.8096349141948532
CB,1984,1984-09-06,CLADOCERA,106.0580795312869
CB,1984,1984-09-06,COPEPODA,215.1870242537283
CB,1984,1984-09-06,ROTIFERA,1.2301051843802897
CB,1984,1984-09-24,CLADOCERA,44.2094478674668
CB,1984,1984-09-24,COPEPODA,33.9134679943498
CB,1984,1984-09-24,ROTIFERA,0.23430740340526107
CB,1984,1984-10-17,CLADOCERA,21.119804633261047
CB,1984,1984-10-17,COPEPODA,15.330750112188124
CB,1984,1984-10-17,ROTIFERA,0.3653998819929919
CB,1984,1984-11-05,CLADOCERA,2.8648474526839327
CB,1984,1984-11-05,COPEPODA,1.5610839674057362
CB,1984,1984-11-05,ROTIFERA,0.623271554453036
CB,1985,1985-01-15,CLADOCERA,6.851267967765073
CB,1985,1985-01-15,COPEPODA,1.5042728234536833
CB,1985,1985-01-15,ROTIFERA,5.282879044753451
CB,1985,1985-02-26,CLADOCERA,971.3411858646389
CB,1985,1985-02-26,COPEPODA,123.74837195230371
CB,1985,1985-02-26,ROTIFERA,5.590203449668818
CB,1985,1985-03-26,CLADOCERA,10.835775579595504
CB,1985,1985-03-26,COPEPODA,2.625103554654467
CB,1985,1985-03-26,ROTIFERA,4.350883714214028
CB,1985,1985-05-02,CLADOCERA,30.65002443735267
CB,1985,1985-05-02,COPEPODA,1.3335711514484498
CB,1985,1985-05-02,ROTIFERA,5.301441484069775
CB,1985,1985-05-14,CLADOCERA,8.851911839718298
CB,1985,1985-05-14,COPEPODA,73.20714101747248
CB,1985,1985-05-14,ROTIFERA,5.25692436658875
CB,1985,1985-05-30,CLADOCERA,80.81419245853064
CB,1985,1985-05-30,COPEPODA,110.42567754595056
CB,1985,1985-05-30,ROTIFERA,3.2323260465499644
CB,1985,1985-06-10,CLADOCERA,30.522389300285184
CB,1985,1985-06-10,COPEPODA,70.25004564984569
CB,1985,1985-06-10,ROTIFERA,17.17163779225526
CB,1985,1985-06-25,CLADOCERA,87.02311301731733
CB,1985,1985-06-25,COPEPODA,270.3001880545611
CB,1985,1985-06-25,ROTIFERA,10.120909906881355
CB,1985,1985-07-10,CLADOCERA,64.94709427103693
CB,1985,1985-07-10,COPEPODA,161.81287612611078
CB,1985,1985-07-10,ROTIFERA,1.2996613720956776
CB,1985,1985-07-22,CLADOCERA,67.39367787260223
CB,1985,1985-07-22,COPEPODA,156.46913063135477
CB,1985,1985-07-22,ROTIFERA,0.9481385724737205
CB,1985,1985-08-05,CLADOCERA,69.18227285636124
CB,1985,1985-08-05,COPEPODA,70.37529483792753
CB,1985,1985-08-05,ROTIFERA,1.09931387389603
CB,1985,1985-08-20,CLADOCERA,13.848583712708868
CB,1985,1985-08-20,COPEPODA,33.81656511055696
CB,1985,1985-08-20,ROTIFERA,2.226693042444505
CB,1985,1985-09-09,CLADOCERA,157.33105777422202
CB,1985,1985-09-09,COPEPODA,202.38667889495835
CB,1985,1985-09-09,ROTIFERA,2.2642399660990478
CB,1985,1985-10-03,CLADOCERA,88.26119711543588
CB,1985,1985-10-03,COPEPODA,58.85036449451361
CB,1985,1985-10-03,ROTIFERA,2.724728741494765
CB,1985,1985-10-24,CLADOCERA,41.89348114614985
CB,1985,1985-10-24,ROTIFERA,3.6765006004069223
CB,1985,1985-11-12,CLADOCERA,4.258082920391352
CB,1985,1985-11-12,COPEPODA,2.949554555791536
CB,1985,1985-11-12,ROTIFERA,3.581118026387762
CB,1986,1986-01-13,CLADOCERA,11.974422340783754
CB,1986,1986-01-13,COPEPODA,725.0889964502334
CB,1986,1986-01-13,ROTIFERA,4.4884099297272
CB,1986,1986-02-25,COPEPODA,0.020075264645460535
CB,1986,1986-02-25,ROTIFERA,0.02040858557095876
CB,1986,1986-04-23,CLADOCERA,5.76518940469677
CB,1986,1986-04-23,COPEPODA,47.278844892560876
CB,1986,1986-04-23,ROTIFERA,0.30544052331630356
CB,1986,1986-05-06,CLADOCERA,17.927369792687216
CB,1986,1986-05-06,COPEPODA,112.90574303497965
CB,1986,1986-05-06,ROTIFERA,4.392256879444568
CB,1986,1986-05-20,CLADOCERA,50.10637087389982
CB,1986,1986-05-20,COPEPODA,125.55681682006478
CB,1986,1986-05-20,ROTIFERA,1.220748437609624
CB,1986,1986-06-02,CLADOCERA,111.57727220412518
CB,1986,1986-06-02,COPEPODA,410.43622253290704
CB,1986,1986-06-02,ROTIFERA,9.320496820368808
CB,1986,1986-06-17,CLADOCERA,310.1775629275657
CB,1986,1986-06-17,COPEPODA,208.6539979799207
CB,1986,1986-06-17,ROTIFERA,6.9191910941347645
CB,1986,1986-07-01,CLADOCERA,256.88321044040464
CB,1986,1986-07-01,COPEPODA,157.21397246811236
CB,1986,1986-07-01,ROTIFERA,4.849020024178736
CB,1986,1986-07-14,CLADOCERA,347.35089123490866
CB,1986,1986-07-14,COPEPODA,206.982733310468
CB,1986,1986-07-14,ROTIFERA,9.35488139124071
CB,1986,1986-07-31,CLADOCERA,198.0808656126151
CB,1986,1986-07-31,COPEPODA,161.4638040272129
CB,1986,1986-07-31,ROTIFERA,3.384686323148216
CB,1986,1986-08-11,CLADOCERA,81.41485683974858
CB,1986,1986-08-11,COPEPODA,80.22175909692632
CB,1986,1986-08-11,ROTIFERA,4.185979562928744
CB,1986,1986-08-27,CLADOCERA,184.01686953307748
CB,1986,1986-08-27,COPEPODA,112.31925870328742
CB,1986,1986-08-27,ROTIFERA,3.7453150769963695
CB,1986,1986-09-09,CLADOCERA,214.71515255058665
CB,1986,1986-09-09,COPEPODA,353.22299176035625
CB,1986,1986-09-09,ROTIFERA,3.1724668922558665
CB,1986,1986-10-08,CLADOCERA,98.07976043080647
CB,1986,1986-10-08,COPEPODA,66.57211888267945
CB,1986,1986-10-08,ROTIFERA,13.519850101977305
CB,1987,1987-02-23,CLADOCERA,0.8696449100798959
CB,1987,1987-02-23,COPEPODA,3.4673636533687717
CB,1987,1987-02-23,ROTIFERA,1.7113558977068208
CB,1987,1987-04-13,COPEPODA,9.242893867015356
CB,1987,1987-04-13,ROTIFERA,14.506290350317764
CB,1987,1987-04-30,CLADOCERA,5.281280024887223
CB,1987,1987-04-30,COPEPODA,9.310618728505906
CB,1987,1987-04-30,ROTIFERA,1.0340504312038026
CB,1987,1987-06-03,CLADOCERA,135.54415398652625
CB,1987,1987-06-03,COPEPODA,97.97825597149111
CB,1987,1987-06-03,ROTIFERA,6.3118998915216045
CB,1987,1987-08-13,CLADOCERA,191.00441725102226
CB,1987,1987-08-13,COPEPODA,112.49688805702021
CB,1987,1987-08-13,ROTIFERA,1.2019629133610146
CB,1987,1987-10-29,CLADOCERA,22.93308905766933
CB,1987,1987-10-29,COPEPODA,20.456986428785203
CB,1987,1987-10-29,ROTIFERA,1.709888106842732
CB,1988,1988-02-29,CLADOCERA,2.6089347302396875
CB,1988,1988-02-29,COPEPODA,15.042728234536833
CB,1988,1988-02-29,ROTIFERA,10.820552738443235
CB,1988,1988-04-21,CLADOCERA,2.7223146649444248
CB,1988,1988-04-21,COPEPODA,5.899109111583072
CB,1988,1988-04-21,ROTIFERA,2.797848192025699
CB,1988,1988-06-22,CLADOCERA,170.8139575401521
CB,1988,1988-06-22,COPEPODA,276.0965785234469
CB,1988,1988-06-22,ROTIFERA,0.6276918704071622
CB,1988,1988-08-15,CLADOCERA,0.8696449100798959
CB,1988,1988-08-15,COPEPODA,156.41907372081832
CB,1988,1988-08-15,ROTIFERA,0.3957004915682963
CB,1988,1988-11-16,CLADOCERA,4.022294234121698
CB,1988,1988-11-16,COPEPODA,8.2587527562163
CB,1988,1988-11-16,ROTIFERA,0.3129293525004555
CB,1989,1989-02-21,CLADOCERA,67.31051604018394
CB,1989,1989-02-21,COPEPODA,41.318102177375216
CB,1989,1989-02-21,ROTIFERA,6.72808821781665
CB,1989,1989-05-04,CLADOCERA,7.7094476420968965
CB,1989,1989-05-04,COPEPODA,81.78621018056921
CB,1989,1989-05-04,ROTIFERA,8.688370124484397
CB,1989,1989-06-14,CLADOCERA,46.98706463968104
CB,1989,1989-06-14,COPEPODA,203.93594853014434
CB,1989,1989-06-14,ROTIFERA,4.035956831001971
CB,1989,1989-08-23,CLADOCERA,30.537704907668424
CB,1989,1989-08-23,COPEPODA,65.43320811412991
CB,1989,1989-08-23,ROTIFERA,0.5340535837683604
CB,1989,1989-11-07,CLADOCERA,19.884255935050035
CB,1989,1989-11-07,COPEPODA,26.61768837585761
CB,1989,1989-11-07,ROTIFERA,3.27933314186979
CB,1990,1990-02-27,COPEPODA,6.194064567162226
CB,1990,1990-02-27,ROTIFERA,5.435384786564633
CB,1990,1990-05-02,CLADOCERA,27.185281946052022
CB,1990,1990-05-02,COPEPODA,55.16223885469464
CB,1990,1990-05-02,ROTIFERA,2.399567484991879
CB,1990,1990-06-11,CLADOCERA,171.5577023720361
CB,1990,1990-06-11,COPEPODA,136.38001433422005
CB,1990,1990-06-11,ROTIFERA,5.596998139696218
CB,1990,1990-08-20,CLADOCERA,80.6437454032938
CB,1990,1990-08-20,COPEPODA,48.76017420031414
CB,1990,1990-08-20,ROTIFERA,2.0172478944961463
CB,1990,1990-11-08,CLADOCERA,2.0825112690142267
CB,1990,1990-11-08,COPEPODA,42.70471758981005
CB,1990,1990-11-08,ROTIFERA,2.9414895591215666
CB,1991,1991-02-18,CLADOCERA,203.84118910641078
CB,1991,1991-02-18,COPEPODA,72.20026314772541
CB,1991,1991-02-18,ROTIFERA,6.788250200189283
CB,1991,1991-05-09,CLADOCERA,41.9459249139703
CB,1991,1991-05-09,COPEPODA,42.090223694480066
CB,1991,1991-05-09,ROTIFERA,1.805611763049315
CB,1991,1991-06-17,CLADOCERA,52.453424622929795
CB,1991,1991-06-17,COPEPODA,89.75082533536126
CB,1991,1991-06-17,ROTIFERA,15.037021916581454
CB,1991,1991-08-26,CLADOCERA,27.34783412655088
CB,1991,1991-08-26,COPEPODA,186.2595293081597
CB,1991,1991-08-26,ROTIFERA,2.374703491189302
CB,1991,1991-10-29,CLADOCERA,52.381952213519774
CB,1991,1991-10-29,COPEPODA,63.33178526901509
CB,1991,1991-10-29,ROTIFERA,2.0895231508408973
CB,1992,1992-02-26,CLADOCERA,0.8696449100798959
CB,1992,1992-02-26,COPEPODA,100.57981035249138
CB,1992,1992-02-26,ROTIFERA,5.908680897372663
CB,1992,1992-05-04,CLADOCERA,0.8696449100798959
CB,1992,1992-05-04,COPEPODA,3.1381563485196406
CB,1992,1992-05-04,ROTIFERA,9.640629044337642
CB,1992,1992-06-16,CLADOCERA,20.501489855362067
CB,1992,1992-06-16,COPEPODA,55.70496023524737
CB,1992,1992-06-16,ROTIFERA,13.741311634331948
CB,1992,1992-07-25,CLADOCERA,288.6122439682159
CB,1992,1992-07-25,COPEPODA,143.5252601937434
CB,1992,1992-07-25,ROTIFERA,2.199776544286426
CB,1992,1992-11-05,CLADOCERA,25.272063143876252
CB,1992,1992-11-05,COPEPODA,9.438574578532915
CB,1992,1992-11-05,ROTIFERA,4.5881884896304195
CB,1993,1993-02-25,COPEPODA,12.949220190869552
CB,1993,1993-02-25,ROTIFERA,11.191341633920484
CB,1993,1993-05-04,CLADOCERA,4.81840477631056
CB,1993,1993-05-04,COPEPODA,48.08270662901935
CB,1993,1993-05-04,ROTIFERA,14.445498589096811
CB,1993,1993-06-15,CLADOCERA,35.952446588593254
CB,1993,1993-06-15,COPEPODA,45.085270165370396
CB,1993,1993-06-15,ROTIFERA,5.555744914823749
CB,1993,1993-08-25,CLADOCERA,33.575659866348865
CB,1993,1993-08-25,COPEPODA,85.74064065382314
CB,1993,1993-08-25,ROTIFERA,2.030144173327091
CB,1993,1993-11-02,CLADOCERA,8.217293313863705
CB,1993,1993-11-02,COPEPODA,0.15773422221433278
CB,1993,1993-11-02,ROTIFERA,5.943368055195361
CB,1994,1994-02-23,COPEPODA,20.056970979382445
CB,1994,1994-02-23,ROTIFERA,3.5368516525789175
CB,1994,1994-05-02,COPEPODA,9.142325453926318
CB,1994,1994-05-02,ROTIFERA,3.034515338245096
CB,1994,1994-06-14,CLADOCERA,237.24575073445263
CB,1994,1994-06-14,COPEPODA,149.40261730188817
CB,1994,1994-06-14,ROTIFERA,5.661869873435441
CB,1994,1994-08-22,CLADOCERA,24.675950320578544
CB,1994,1994-08-22,COPEPODA,22.310763564199423
CB,1994,1994-08-22,ROTIFERA,0.46566676208616015
CB,1994,1994-11-15,COPEPODA,0.07169737373378762
CB,1994,1994-11-15,ROTIFERA,0.2531915359551036
CB,1995,1995-02-15,CLADOCERA,0.8696449100798959
CB,1995,1995-02-15,COPEPODA,10.913351856428683
CB,1995,1995-02-15,ROTIFERA,3.2190183521841313
CB,1995,1995-05-02,CLADOCERA,0.8696449100798959
CB,1995,1995-05-02,COPEPODA,7.962147971492401
CB,1995,1995-05-02,ROTIFERA,1.624796547884129
CB,1995,1995-06-12,CLADOCERA,103.14812171166555
CB,1995,1995-06-12,COPEPODA,515.8141061033168
CB,1995,1995-06-12,ROTIFERA,2.704495671138027
CB,1995,1995-08-22,CLADOCERA,27.914046014478743
CB,1995,1995-08-22,COPEPODA,83.18193397384034
CB,1995,1995-08-22,ROTIFERA,1.3437568790460694
CB,1995,1995-11-08,COPEPODA,70.81400339540788
CB,1995,1995-11-08,ROTIFERA,8.46210434015358
CB,1996,1996-02-20,CLADOCERA,3.0936855104498178
CB,1996,1996-02-20,COPEPODA,13.505132007058696
CB,1996,1996-02-20,ROTIFERA,0.48632069999999994
CB,1996,1996-05-08,COPEPODA,0.1654533806085171
CB,1996,1996-05-08,ROTIFERA,0.030499199999999997
CB,1996,1996-06-13,CLADOCERA,5.8124062102540845
CB,1996,1996-06-13,COPEPODA,66.7983203358844
CB,1996,1996-06-13,ROTIFERA,7.0856001000000015
CB,1996,1996-08-07,CLADOCERA,99.22540628814811
CB,1996,1996-08-07,COPEPODA,187.72442446354282
CB,1996,1996-08-07,ROTIFERA,1.01644651492
CB,1996,1996-11-05,CLADOCERA,16.407944749852934
CB,1996,1996-11-05,COPEPODA,19.84252379193973
CB,1996,1996-11-05,ROTIFERA,5.2938963999999995
CB,1997,1997-02-17,CLADOCERA,0.48913901752644284
CB,1997,1997-02-17,COPEPODA,13.232184011911235
CB,1997,1997-02-17,ROTIFERA,18.511639448
CB,1997,1997-05-07,CLADOCERA,3.3134253877054083
CB,1997,1997-05-07,COPEPODA,62.642462174578036
CB,1997,1997-05-07,ROTIFERA,1.0775563
CB,1997,1997-06-19,CLADOCERA,0.9094977443209467
CB,1997,1997-06-19,COPEPODA,48.22675609899532
CB,1997,1997-06-19,ROTIFERA,8.77347424256
CB,1997,1997-08-26,CLADOCERA,176.88568554889582
CB,1997,1997-08-26,COPEPODA,121.08680272343756
CB,1997,1997-08-26,ROTIFERA,1.0282657805200002
CB,1997,1997-11-06,CLADOCERA,0.26288856495236984
CB,1997,1997-11-06,COPEPODA,3.289732156748764
CB,1997,1997-11-06,ROTIFERA,2.87926746
CB,1998,1998-02-19,ROTIFERA,2.7017479000000004
CB,1998,1998-04-20,CLADOCERA,29.71660893069603
CB,1998,1998-04-20,COPEPODA,64.91857381363269
CB,1998,1998-04-20,ROTIFERA,19.1645671
CB,1998,1998-06-16,CLADOCERA,22.310512881721824
CB,1998,1998-06-16,COPEPODA,95.79363451623108
CB,1998,1998-06-16,ROTIFERA,1.3614163857200001
CB,1998,1998-08-10,CLADOCERA,57.41795064712869
CB,1998,1998-08-10,COPEPODA,59.21001824800376
CB,1998,1998-08-10,ROTIFERA,0.4614286470400001
CB,1998,1998-11-02,CLADOCERA,38.65814609947689
CB,1998,1998-11-02,COPEPODA,19.689942145669264
CB,1998,1998-11-02,ROTIFERA,2.33775218052
CB,1999,1999-02-25,CLADOCERA,61.65445146093784
CB,1999,1999-02-25,COPEPODA,41.499208021005074
CB,1999,1999-02-25,ROTIFERA,18.329425600000004
CB,1999,1999-05-04,CLADOCERA,9.192921787416255
CB,1999,1999-05-04,COPEPODA,46.36419149236406
CB,1999,1999-05-04,ROTIFERA,3.062773208188187
CB,1999,1999-06-30,CLADOCERA,83.68556270704241
CB,1999,1999-06-30,COPEPODA,369.1279428769545
CB,1999,1999-06-30,ROTIFERA,5.607524919292512
CB,1999,1999-08-25,CLADOCERA,22.46850841053294
CB,1999,1999-08-25,COPEPODA,94.23491701097024
CB,1999,1999-08-25,ROTIFERA,1.4781952143868156
CB,1999,1999-11-03,CLADOCERA,63.03719797325485
CB,1999,1999-11-03,COPEPODA,22.173039727799804
CB,1999,1999-11-03,ROTIFERA,3.4565896085561314
CB,2000,2000-02-23,CLADOCERA,465.95574282080815
CB,2000,2000-02-23,COPEPODA,136.4271546997833
CB,2000,2000-02-23,ROTIFERA,7.320625560411486
CB,2000,2000-03-29,CLADOCERA,8.81773880944068
CB,2000,2000-03-29,COPEPODA,6.495193536844134
CB,2000,2000-03-29,ROTIFERA,8.475161060712145
CB,2000,2000-05-31,CLADOCERA,208.06254253189582
CB,2000,2000-05-31,COPEPODA,240.07423978694547
CB,2000,2000-05-31,ROTIFERA,1.5206539364176928
CB,2000,2000-06-14,CLADOCERA,582.5970591862708
CB,2000,2000-06-14,COPEPODA,323.7484364596058
CB,2000,2000-06-14,ROTIFERA,0.7553353321851304
CB,2000,2000-06-28,CLADOCERA,273.8776849256256
CB,2000,2000-06-28,COPEPODA,131.89978570009546
CB,2000,2000-06-28,ROTIFERA,0.9553017774621084
CB,2000,2000-07-10,CLADOCERA,71.52713872462145
CB,2000,2000-07-10,COPEPODA,34.54822694240511
CB,2000,2000-07-10,ROTIFERA,2.0621366842651465
CB,2000,2000-07-27,CLADOCERA,10.302628992151943
CB,2000,2000-07-27,COPEPODA,52.665383937892784
CB,2000,2000-07-27,ROTIFERA,0.65128974352585
CB,2000,2000-08-08,CLADOCERA,54.80287737388135
CB,2000,2000-08-08,COPEPODA,360.97071311555914
CB,2000,2000-08-08,ROTIFERA,7.7731511012677625
CB,2000,2000-08-22,CLADOCERA,63.05540684954698
CB,2000,2000-08-22,COPEPODA,286.6294829841246
CB,2000,2000-08-22,ROTIFERA,5.641047651891396
CB,2000,2000-11-13,CLADOCERA,1.3423703990703815
CB,2000,2000-11-13,COPEPODA,18.582193701486677
CB,2000,2000-11-13,ROTIFERA,10.346478688394795
CB,2001,2001-03-01,COPEPODA,4.07479953556198
CB,2001,2001-03-01,ROTIFERA,0.02817683484318991
CB,2001,2001-05-03,COPEPODA,3.24722575844989
CB,2001,2001-05-03,ROTIFERA,0.5904821323477151
CB,2001,2001-05-15,CLADOCERA,27.817438558382765
CB,2001,2001-05-15,COPEPODA,18.226403096181617
CB,2001,2001-05-15,ROTIFERA,5.181759754670668
CB,2001,2001-06-04,CLADOCERA,26.11233869143504
CB,2001,2001-06-04,COPEPODA,96.78367942384472
CB,2001,2001-06-04,ROTIFERA,4.8772152005573695
CB,2001,2001-06-13,CLADOCERA,11.990117196257312
CB,2001,2001-06-13,COPEPODA,79.1083441420927
CB,2001,2001-06-13,ROTIFERA,8.160229061052341
CB,2001,2001-06-26,CLADOCERA,134.56998718540834
CB,2001,2001-06-26,COPEPODA,388.0393528243597
CB,2001,2001-06-26,ROTIFERA,20.005002096673607
CB,2001,2001-07-11,CLADOCERA,183.38919610318837
CB,2001,2001-07-11,COPEPODA,269.35680438062263
CB,2001,2001-07-11,ROTIFERA,1.9071128823971628
CB,2001,2001-07-24,CLADOCERA,105.92011734011204
CB,2001,2001-07-24,COPEPODA,195.9818242114712
CB,2001,2001-07-24,ROTIFERA,1.1515043723160991
CB,2001,2001-08-22,CLADOCERA,138.00004827162115
CB,2001,2001-08-22,COPEPODA,191.3975863311372
CB,2001,2001-08-22,ROTIFERA,1.8347460903826431
CB,2001,2001-11-12,CLADOCERA,108.5487219193738
CB,2001,2001-11-12,COPEPODA,0.08603684848054514
CB,2001,2001-11-12,ROTIFERA,0.6867232273327659
CB,2002,2002-02-22,CLADOCERA,287.8979488771862
CB,2002,2002-02-22,COPEPODA,3.755611840269092
CB,2002,2002-02-22,ROTIFERA,9.074558683872981
CB,2002,2002-04-25,CLADOCERA,0.8279665595244258
CB,2002,2002-04-25,COPEPODA,11.61051497555044
CB,2002,2002-04-25,ROTIFERA,3.1425471228113997
CB,2002,2002-05-21,CLADOCERA,15.709981225299295
CB,2002,2002-05-21,COPEPODA,64.33496485589623
CB,2002,2002-05-21,ROTIFERA,1.5186956252802633
CB,2002,2002-06-18,CLADOCERA,110.36677872634549
CB,2002,2002-06-18,COPEPODA,141.55349911038437
CB,2002,2002-06-18,ROTIFERA,5.911080386638705
CB,2002,2002-07-17,CLADOCERA,6.318015785969063
CB,2002,2002-07-17,COPEPODA,23.990734024674275
