lakeid,year4,sampledate,total_biomass,larger_group
BM,2015,2015-04-23,25.399914783611784,DAPHNIA
BM,2015,2015-05-19,132.01397567175644,DAPHNIA
BM,2015,2015-06-15,89.86692835195932,DAPHNIA
BM,2015,2015-07-14,6.156230122119718,DAPHNIA
BM,2015,2015-11-10,10.5221245277411,DAPHNIA
BM,2016,2016-03-04,35.300119608813205,DAPHNIA
BM,2016,2016-04-27,23.174835738154275,DAPHNIA
BM,2016,2016-05-23,185.80010606988637,DAPHNIA
BM,2016,2016-06-21,50.82256849704727,DAPHNIA
BM,2016,2016-07-20,12.647052717585462,DAPHNIA
BM,2016,2016-08-16,7.732947130832657,DAPHNIA
BM,2016,2016-09-13,1.720707179535615,DAPHNIA
BM,2016,2016-10-10,11.109312221201915,DAPHNIA
BM,2016,2016-11-11,80.01818966866992,DAPHNIA
BM,2017,2017-02-21,67.66796792791207,DAPHNIA
BM,2017,2017-04-19,233.83836818470363,DAPHNIA
BM,2017,2017-05-16,111.75621124569236,DAPHNIA
BM,2017,2017-08-07,3.2080999068040033,DAPHNIA
BM,2017,2017-09-06,0,DAPHNIA
BM,2018,2018-02-20,51.857261412389306,DAPHNIA
BM,2018,2018-05-16,46.641918813503914,DAPHNIA
BM,2018,2018-06-13,135.1562416416559,DAPHNIA
BM,2018,2018-07-09,52.602561723430405,DAPHNIA
BM,2018,2018-08-06,67.91136539167907,DAPHNIA
BM,2018,2018-09-04,16.37401582480612,DAPHNIA
BM,2018,2018-10-01,33.99909353148807,DAPHNIA
BM,2018,2018-11-06,52.64572967169339,DAPHNIA
BM,2019,2019-03-01,52.56997237204372,DAPHNIA
BM,2019,2019-05-08,3.8251443526864883,DAPHNIA
BM,2019,2019-06-03,210.80411549874142,DAPHNIA
BM,2019,2019-07-02,57.711749126963085,DAPHNIA
BM,2019,2019-07-29,31.732675946936332,DAPHNIA
BM,2019,2019-08-28,38.086937630863154,DAPHNIA
BM,2019,2019-09-24,87.41297905199498,DAPHNIA
BM,2019,2019-10-21,173.2002702100546,DAPHNIA
BM,2019,2019-11-07,203.35953125212222,DAPHNIA
CB,1981,1981-07-30,13.488674658157906,DAPHNIA
CB,1981,1981-08-10,2.5272063143876253,DAPHNIA
CB,1981,1981-08-27,6.554941377942902,DAPHNIA
CB,1981,1981-09-10,4.264660655529118,DAPHNIA
CB,1981,1981-09-25,18.95404735790719,DAPHNIA
CB,1981,1981-10-23,2.5272063143876253,DAPHNIA
CB,1982,1982-05-13,3.497063800263161,DAPHNIA
CB,1982,1982-05-24,6.396990983293676,DAPHNIA
CB,1982,1982-06-10,7.265718153864423,DAPHNIA
CB,1982,1982-07-06,30.563401364625342,DAPHNIA
CB,1982,1982-08-04,9.4647202962024,DAPHNIA
CB,1982,1982-08-19,388.47899563977273,DAPHNIA
CB,1982,1982-09-07,369.7618738738394,DAPHNIA
CB,1982,1982-10-06,107.48524355879869,DAPHNIA
CB,1982,1982-10-22,32.6957316923899,DAPHNIA
CB,1982,1982-11-11,21.044768399702754,DAPHNIA
CB,1982,1982-12-01,7.5816189431628755,DAPHNIA
CB,1983,1983-05-12,13.820659531807326,DAPHNIA
CB,1983,1983-05-26,16.74274183281802,DAPHNIA
CB,1983,1983-06-23,4.580561444827571,DAPHNIA
CB,1983,1983-07-07,22.98178242146247,DAPHNIA
CB,1983,1983-07-19,21.89596317541156,DAPHNIA
CB,1983,1983-08-01,26.230381212732425,DAPHNIA
CB,1983,1983-08-18,17.2165930167657,DAPHNIA
CB,1983,1983-09-07,4.6196247060285405,DAPHNIA
CB,1983,1983-09-29,210.86377685671746,DAPHNIA
CB,1983,1983-10-18,174.61416128471998,DAPHNIA
CB,1984,1984-05-10,21.639204066944043,DAPHNIA
CB,1984,1984-05-24,8.13444532443517,DAPHNIA
CB,1984,1984-06-05,1.8954047357907189,DAPHNIA
CB,1984,1984-06-18,18.085320187336443,DAPHNIA
CB,1984,1984-07-04,96.11281514405437,DAPHNIA
CB,1984,1984-07-18,55.75946209488214,DAPHNIA
CB,1984,1984-07-31,98.87694705041584,DAPHNIA
CB,1984,1984-08-16,14.215535518430393,DAPHNIA
CB,1984,1984-09-24,7.502643745838262,DAPHNIA
CB,1985,1985-07-10,17.532493806064153,DAPHNIA
CB,1985,1985-07-22,40.356325832877395,DAPHNIA
CB,1985,1985-08-05,69.18227285636124,DAPHNIA
CB,1985,1985-09-09,114.67198651533849,DAPHNIA
CB,1985,1985-10-03,82.68703159887012,DAPHNIA
CB,1985,1985-10-24,38.30297070243744,DAPHNIA
CB,1986,1986-04-23,5.76518940469677,DAPHNIA
CB,1986,1986-05-06,17.927369792687216,DAPHNIA
CB,1986,1986-05-20,43.9891849098096,DAPHNIA
CB,1986,1986-06-02,88.84709699018995,DAPHNIA
CB,1986,1986-06-17,298.68419628168743,DAPHNIA
CB,1986,1986-07-01,233.05580730493384,DAPHNIA
CB,1986,1986-07-14,301.05345220142584,DAPHNIA
CB,1986,1986-07-31,189.93534956569496,DAPHNIA
CB,1986,1986-08-11,71.15665278947657,DAPHNIA
CB,1986,1986-08-27,176.9834172044584,DAPHNIA
CB,1986,1986-09-09,210.15300008079595,DAPHNIA
CB,1986,1986-10-08,93.51760796101578,DAPHNIA
CB,1987,1987-04-30,5.281280024887223,DAPHNIA
CB,1987,1987-06-03,130.18858369590242,DAPHNIA
CB,1987,1987-08-13,171.37617819441084,DAPHNIA
CB,1987,1987-10-29,21.32330327764559,DAPHNIA
CB,1988,1988-04-21,1.379944265874043,DAPHNIA
CB,1988,1988-06-22,161.89915451545724,DAPHNIA
CB,1988,1988-11-16,1.5795039464922658,DAPHNIA
CB,1989,1989-05-04,6.318015785969063,DAPHNIA
CB,1989,1989-06-14,34.74908682282985,DAPHNIA
CB,1989,1989-08-23,18.95404735790719,DAPHNIA
CB,1989,1989-11-07,15.795039464922658,DAPHNIA
CB,1990,1990-05-02,25.272063143876252,DAPHNIA
CB,1990,1990-06-11,157.95039464922658,DAPHNIA
CB,1990,1990-08-20,26.652007409750297,DAPHNIA
CB,1991,1991-05-09,32.379830903091445,DAPHNIA
CB,1991,1991-06-17,38.49828700844229,DAPHNIA
CB,1992,1992-07-25,278.3281391099167,DAPHNIA
CB,1992,1992-11-05,25.272063143876252,DAPHNIA
CB,1993,1993-05-04,3.9487598662306644,DAPHNIA
CB,1993,1993-06-15,33.169582876337586,DAPHNIA
CB,1993,1993-08-25,1.379944265874043,DAPHNIA
CB,1993,1993-11-02,3.9487598662306644,DAPHNIA
CB,1994,1994-06-14,232.18708013436307,DAPHNIA
CB,1996,1996-08-07,6.963984086387041,DAPHNIA
CB,1996,1996-11-05,9.525128611027252,DAPHNIA
CB,1997,1997-05-07,2.6083443030413007,DAPHNIA
CB,1997,1997-08-26,152.1924065047915,DAPHNIA
CB,1998,1998-04-20,29.71660893069603,DAPHNIA
CB,1998,1998-06-16,20.2251,DAPHNIA
CB,1998,1998-08-10,53.70496547521522,DAPHNIA
CB,1998,1998-11-02,31.412338296824,DAPHNIA
CB,1999,1999-05-04,7.850551388345873,DAPHNIA
CB,1999,1999-06-30,67.27328932180771,DAPHNIA
CB,1999,1999-08-25,8.687271705707463,DAPHNIA
CB,1999,1999-11-03,7.897519732461329,DAPHNIA
CB,2000,2000-05-31,36.205460261260484,DAPHNIA
CB,2000,2000-06-14,376.7116912384054,DAPHNIA
CB,2000,2000-06-28,180.06344990011831,DAPHNIA
CB,2000,2000-07-10,58.44164602021384,DAPHNIA
CB,2001,2001-05-15,26.85156709036852,DAPHNIA
CB,2001,2001-06-04,8.687271705707463,DAPHNIA
CB,2001,2001-06-26,75.02643745838263,DAPHNIA
CB,2001,2001-07-11,152.42213083650364,DAPHNIA
CB,2001,2001-07-24,94.26687554504144,DAPHNIA
CB,2001,2001-08-22,105.82676441498181,DAPHNIA
CB,2001,2001-11-12,66.33916575267517,DAPHNIA
CB,2002,2002-04-25,0.8279665595244258,DAPHNIA
CB,2002,2002-05-21,4.691810503971746,DAPHNIA
CB,2002,2002-06-18,104.24726046848953,DAPHNIA
CB,2002,2002-07-17,6.318015785969063,DAPHNIA
CB,2002,2002-08-13,8.687271705707463,DAPHNIA
CB,2002,2002-10-28,62.3904058864445,DAPHNIA
CB,2003,2003-05-01,2.3692559197383987,DAPHNIA
CB,2003,2003-05-27,115.3037880939354,DAPHNIA
CB,2003,2003-06-24,66.33916575267517,DAPHNIA
CB,2003,2003-07-22,126.36031571938126,DAPHNIA
CB,2003,2003-08-18,6.318015785969063,DAPHNIA
CB,2003,2003-09-18,16.623006024447083,DAPHNIA
CB,2003,2003-10-15,6.318654315431905,DAPHNIA
CB,2004,2004-06-23,4.738511839476797,DAPHNIA
CB,2004,2004-07-20,2.3692559197383987,DAPHNIA
CB,2004,2004-08-18,6.318015785969063,DAPHNIA
CB,2004,2004-09-14,17.374543411414926,DAPHNIA
CB,2004,2004-10-13,19.743799331153323,DAPHNIA
CB,2004,2004-11-08,2.3692559197383987,DAPHNIA
CB,2005,2005-04-18,0.8279665595244258,DAPHNIA
CB,2005,2005-05-17,4.738511839476797,DAPHNIA
CB,2005,2005-06-15,93.19073284304369,DAPHNIA
CB,2005,2005-07-13,13.42578354518426,DAPHNIA
CB,2005,2005-08-09,304.8442616730073,DAPHNIA
CB,2005,2005-09-07,119.25254796016607,DAPHNIA
CB,2005,2005-10-06,256.6693913049932,DAPHNIA
CB,2005,2005-11-08,8.687271705707463,DAPHNIA
CB,2006,2006-04-18,3.8638439444473205,DAPHNIA
CB,2006,2006-05-17,35.53883879607598,DAPHNIA
CB,2006,2006-06-13,8.687271705707463,DAPHNIA
CB,2006,2006-07-12,475.430687894172,DAPHNIA
CB,2006,2006-08-07,75.02643745838263,DAPHNIA
CB,2006,2006-09-07,107.7963936185728,DAPHNIA
CB,2006,2006-10-03,191.28286450871977,DAPHNIA
CB,2006,2006-10-26,48.684936789908754,DAPHNIA
CB,2007,2007-04-23,2.3692559197383987,DAPHNIA
CB,2007,2007-05-23,43.404964550368305,DAPHNIA
CB,2007,2007-06-18,119.25254796016607,DAPHNIA
CB,2007,2007-07-18,50.544126287752505,DAPHNIA
CB,2007,2007-09-10,0.8279665595244258,DAPHNIA
CB,2008,2008-07-29,43.29374185668712,DAPHNIA
CB,2008,2008-08-27,55.911025855644326,DAPHNIA
CB,2008,2008-09-25,55.92062433670487,DAPHNIA
CB,2008,2008-10-22,60.582648616291536,DAPHNIA
CB,2008,2008-11-06,97.16878793096782,DAPHNIA
CB,2009,2009-04-27,2.716319733899341,DAPHNIA
CB,2009,2009-05-27,2.2113055250891724,DAPHNIA
CB,2009,2009-06-23,7.483633664985256,DAPHNIA
CB,2009,2009-07-22,25.978188230526342,DAPHNIA
CB,2009,2009-08-18,106.5783752785665,DAPHNIA
CB,2009,2009-09-16,142.90502989232817,DAPHNIA
CB,2009,2009-10-13,26.919560304903218,DAPHNIA
CB,2009,2009-11-09,35.19505915371811,DAPHNIA
CB,2010,2010-04-14,0.7097577230064527,DAPHNIA
CB,2010,2010-05-11,64.1962470444151,DAPHNIA
CB,2010,2010-06-08,26.184500155369623,DAPHNIA
CB,2010,2010-07-06,210.1617255837821,DAPHNIA
CB,2010,2010-11-12,4.867848673207332,DAPHNIA
CB,2011,2011-06-02,4.354958427114388,DAPHNIA
CB,2011,2011-06-29,2.1646870928343565,DAPHNIA
CB,2011,2011-07-26,7.668941374068369,DAPHNIA
CB,2011,2011-08-24,7.6773489423349845,DAPHNIA
CB,2011,2011-09-21,13.703222044469824,DAPHNIA
CB,2011,2011-10-19,22.11305525089172,DAPHNIA
CB,2012,2012-05-01,31.805890523553053,DAPHNIA
CB,2012,2012-05-30,12.824885918725887,DAPHNIA
CB,2012,2012-06-27,129.20180784785833,DAPHNIA
CB,2012,2012-07-24,14.565664149371036,DAPHNIA
CB,2012,2012-08-22,22.87090703209053,DAPHNIA
CB,2012,2012-09-18,111.84596666981497,DAPHNIA
CB,2012,2012-10-17,175.49586599415593,DAPHNIA
CB,2012,2012-11-05,11.03572424361257,DAPHNIA
CB,2013,2013-05-13,3.5050898340457763,DAPHNIA
CB,2013,2013-07-09,167.7430085029111,DAPHNIA
CB,2013,2013-08-05,102.99568849776252,DAPHNIA
CB,2013,2013-09-05,192.6197672122005,DAPHNIA
CB,2013,2013-10-03,160.51647267683376,DAPHNIA
CB,2014,2014-05-21,11.539040981796978,DAPHNIA
CB,2014,2014-06-18,35.33192290018547,DAPHNIA
CB,2014,2014-07-15,169.72047343284922,DAPHNIA
CB,2014,2014-08-13,181.35371902877296,DAPHNIA
CB,2014,2014-09-10,224.9946999925076,DAPHNIA
CB,2014,2014-10-08,175.49586599415593,DAPHNIA
CB,2014,2014-11-04,130.69008325020124,DAPHNIA
CB,2015,2015-04-20,8.828579394890058,DAPHNIA
CB,2015,2015-05-20,21.981543887368442,DAPHNIA
CB,2015,2015-06-16,102.64123375613713,DAPHNIA
CB,2015,2015-07-14,131.96730054360486,DAPHNIA
CB,2015,2015-08-12,122.76774068755587,DAPHNIA
CB,2015,2015-09-09,120.68693152336,DAPHNIA
CB,2015,2015-10-07,74.77056592038406,DAPHNIA
CB,2015,2015-11-09,129.44064,DAPHNIA
CB,2016,2016-04-22,8.222989397818042,DAPHNIA
CB,2016,2016-05-25,87.75606615631635,DAPHNIA
CB,2016,2016-06-21,98.75528723404828,DAPHNIA
CB,2016,2016-07-21,195.7071476680694,DAPHNIA
CB,2016,2016-08-17,117.20861985126315,DAPHNIA
CB,2016,2016-09-13,180.2333796334673,DAPHNIA
CB,2016,2016-10-12,378.3265990183758,DAPHNIA
CB,2016,2016-11-10,57.695204908984884,DAPHNIA
CB,2017,2017-04-18,4.611809843224454,DAPHNIA
CB,2017,2017-05-18,2.7793435391182357,DAPHNIA
CB,2017,2017-06-14,30.662952569890482,DAPHNIA
CB,2017,2017-07-11,156.0606873146897,DAPHNIA
CB,2017,2017-08-09,152.67303733909574,DAPHNIA
CB,2017,2017-09-07,62.42427492587587,DAPHNIA
CB,2017,2017-10-03,143.61961658592918,DAPHNIA
CB,2017,2017-11-06,1.9983221715789494,DAPHNIA
CB,2018,2018-06-13,22.499184449972002,DAPHNIA
CB,2018,2018-07-09,8.32323665678345,DAPHNIA
CB,2018,2018-08-07,11.973813863976412,DAPHNIA
CB,2018,2018-09-05,9.38609976428766,DAPHNIA
CB,2018,2018-10-03,1079.9745599640366,DAPHNIA
CB,2018,2018-11-05,167.19416,DAPHNIA
CB,2019,2019-05-06,22.11305525089172,DAPHNIA
CB,2019,2019-06-05,46.43741602687261,DAPHNIA
CB,2019,2019-07-01,108.35397072936944,DAPHNIA
CB,2019,2019-07-30,190.1722751576688,DAPHNIA
CB,2019,2019-08-28,11.05652762544586,DAPHNIA
CB,2019,2019-09-25,42.01480497669427,DAPHNIA
CB,2019,2019-10-22,30.95827735124841,DAPHNIA
CB,2019,2019-11-04,11.05652762544586,DAPHNIA
CR,1981,1981-06-04,11.02287051118325,DAPHNIA
CR,1981,1981-06-16,11.70245995913829,DAPHNIA
CR,1981,1981-07-01,15.19441886901894,DAPHNIA
CR,1981,1981-07-14,3.18998849183823,DAPHNIA
CR,1981,1981-08-25,7.346148299750207,DAPHNIA
CR,1981,1981-12-01,8.392446866482992,DAPHNIA
CR,1982,1982-01-22,2.182623704941947,DAPHNIA
CR,1982,1982-03-01,13.431530491950443,DAPHNIA
CR,1982,1982-04-08,3.10604142626354,DAPHNIA
CR,1982,1982-05-10,3.510737987741487,DAPHNIA
CR,1982,1982-05-27,6.29602991810177,DAPHNIA
CR,1982,1982-06-07,26.69197264342845,DAPHNIA
CR,1982,1982-07-06,79.87000904453112,DAPHNIA
CR,1982,1982-08-03,111.7709810957701,DAPHNIA
CR,1982,1982-08-16,72.94640686542914,DAPHNIA
CR,1982,1982-09-09,14.239359038561348,DAPHNIA
CR,1982,1982-11-11,1.1106019404167486,DAPHNIA
CR,1982,1982-12-03,3.525776754136991,DAPHNIA
CR,1983,1983-02-21,35.76144993481805,DAPHNIA
CR,1983,1983-05-12,11.920483311606016,DAPHNIA
CR,1983,1983-06-06,27.462054752748607,DAPHNIA
CR,1983,1983-06-21,7.555235901722124,DAPHNIA
CR,1983,1983-08-02,4.708258799185163,DAPHNIA
CR,1983,1983-11-29,19.47571921332814,DAPHNIA
CR,1984,1984-01-05,21.322554655971327,DAPHNIA
CR,1984,1984-05-08,0.8394706557469027,DAPHNIA
CR,1984,1984-07-04,6.981876483233668,DAPHNIA
CR,1984,1984-07-18,11.416800918157877,DAPHNIA
CR,1984,1984-07-30,5.646213156006358,DAPHNIA
CR,1984,1984-08-13,2.182623704941947,DAPHNIA
CR,1984,1984-09-05,1.4570872660661567,DAPHNIA
CR,1984,1984-11-06,2.3505178360913277,DAPHNIA
CR,1985,1985-05-29,11.286986697630187,DAPHNIA
CR,1985,1985-06-24,11.621415933115523,DAPHNIA
CR,1985,1985-08-07,7.7104201162667465,DAPHNIA
CR,1985,1985-08-22,8.31753981046098,DAPHNIA
CR,1985,1985-09-11,3.8248540734236616,DAPHNIA
CR,1986,1986-01-15,20.902819328097877,DAPHNIA
CR,1986,1986-05-22,11.416800918157877,DAPHNIA
CR,1986,1986-07-17,29.885155344589737,DAPHNIA
CR,1986,1986-07-30,12.457489021828872,DAPHNIA
CR,1986,1986-08-14,3.8459362080813966,DAPHNIA
CR,1986,1986-08-27,2.591826575011376,DAPHNIA
CR,1986,1986-10-22,5.879698272816855,DAPHNIA
CR,1986,1986-11-03,5.59288372292335,DAPHNIA
CR,1986,1986-11-17,11.493010029508614,DAPHNIA
CR,1987,1987-05-05,13.179689295226373,DAPHNIA
CR,1987,1987-05-20,24.260701951085487,DAPHNIA
CR,1987,1987-06-22,8.646547754193097,DAPHNIA
CR,1987,1987-07-29,1.5110471803444248,DAPHNIA
CR,1987,1987-08-12,5.288665131205487,DAPHNIA
CR,1987,1987-08-27,9.36496178326794,DAPHNIA
CR,1987,1987-09-08,16.387032538781604,DAPHNIA
CR,1987,1987-09-22,14.053912944781752,DAPHNIA
CR,1987,1987-11-04,17.362997809957847,DAPHNIA
CR,1987,1987-11-18,25.939643262579292,DAPHNIA
CR,1988,1988-01-19,66.02480397449344,DAPHNIA
CR,1988,1988-03-02,29.06171053555787,DAPHNIA
CR,1988,1988-08-02,10.200091682302835,DAPHNIA
CR,1988,1988-08-17,9.364018593589488,DAPHNIA
CR,1988,1988-08-31,18.40635645034847,DAPHNIA
CR,1988,1988-09-13,8.730494819767788,DAPHNIA
CR,1988,1988-10-11,6.453327372603866,DAPHNIA
CR,1988,1988-11-08,11.338973113877941,DAPHNIA
CR,1989,1989-01-18,7.3873417705727435,DAPHNIA
CR,1989,1989-02-20,8.058918295170265,DAPHNIA
CR,1989,1989-06-29,6.186940856478769,DAPHNIA
CR,1989,1989-07-12,38.292147463071295,DAPHNIA
CR,1989,1989-07-27,13.377169419413555,DAPHNIA
CR,1989,1989-08-09,10.534520917788173,DAPHNIA
CR,1989,1989-08-24,48.18499656171221,DAPHNIA
CR,1989,1989-09-07,42.05447636228136,DAPHNIA
CR,1989,1989-09-21,33.83066742660018,DAPHNIA
CR,1989,1989-10-19,34.58619101677239,DAPHNIA
CR,1989,1989-10-31,8.646547754193097,DAPHNIA
CR,1989,1989-11-15,31.81593785280761,DAPHNIA
CR,1990,1990-01-15,56.53960988545057,DAPHNIA
CR,1990,1990-05-03,2.058843680010917,DAPHNIA
CR,1990,1990-05-16,8.689482945512708,DAPHNIA
CR,1990,1990-05-31,5.889542696401101,DAPHNIA
CR,1990,1990-06-12,9.888439821325408,DAPHNIA
CR,1990,1990-07-11,32.90279502273134,DAPHNIA
CR,1990,1990-07-25,13.853617178914568,DAPHNIA
CR,1990,1990-08-09,88.33647501370737,DAPHNIA
CR,1990,1990-08-23,69.64780856420789,DAPHNIA
CR,1990,1990-09-06,64.6474163883207,DAPHNIA
CR,1990,1990-09-19,28.74734406842728,DAPHNIA
CR,1990,1990-11-01,18.87793056798487,DAPHNIA
CR,1990,1990-11-14,89.71859856399952,DAPHNIA
CR,1991,1991-01-14,25.96710023560558,DAPHNIA
CR,1991,1991-02-21,7.690408530272093,DAPHNIA
CR,1991,1991-06-06,8.481717997734867,DAPHNIA
CR,1991,1991-07-02,17.580821440852244,DAPHNIA
CR,1991,1991-07-17,2.437897586073666,DAPHNIA
CR,1991,1991-08-01,22.76395948171665,DAPHNIA
CR,1991,1991-08-15,127.81512769395769,DAPHNIA
CR,1991,1991-08-29,45.31756200278167,DAPHNIA
CR,1991,1991-09-12,40.906495643480184,DAPHNIA
CR,1991,1991-10-10,37.19526903253839,DAPHNIA
CR,1991,1991-10-31,33.88870334438075,DAPHNIA
CR,1992,1992-02-24,13.527745387481737,DAPHNIA
CR,1992,1992-05-18,7.251505753411523,DAPHNIA
CR,1992,1992-06-02,40.7460559811854,DAPHNIA
CR,1992,1992-06-18,32.1113791860727,DAPHNIA
CR,1992,1992-07-13,13.886640276502394,DAPHNIA
CR,1992,1992-07-30,4.811116158390507,DAPHNIA
CR,1992,1992-08-10,32.885173657230105,DAPHNIA
CR,1992,1992-08-25,13.89624685059926,DAPHNIA
CR,1992,1992-09-08,37.92962082212178,DAPHNIA
CR,1992,1992-09-22,20.68032361163292,DAPHNIA
CR,1992,1992-10-08,8.416382229446548,DAPHNIA
CR,1992,1992-10-20,6.515384540582684,DAPHNIA
CR,1992,1992-11-09,14.909671165214544,DAPHNIA
CR,1993,1993-01-07,38.61683161646789,DAPHNIA
CR,1993,1993-02-23,7.596465534351065,DAPHNIA
CR,1993,1993-03-24,6.062067470540508,DAPHNIA
CR,1993,1993-05-05,6.967057755690854,DAPHNIA
CR,1993,1993-07-13,8.546507696018923,DAPHNIA
CR,1993,1993-08-09,13.59259962332258,DAPHNIA
CR,1993,1993-08-24,16.78976950617741,DAPHNIA
CR,1993,1993-09-07,1.892437780800706,DAPHNIA
CR,1993,1993-10-06,6.967057755690854,DAPHNIA
CR,1993,1993-11-09,2.630119446702046,DAPHNIA
CR,1994,1994-08-10,5.889542696401101,DAPHNIA
CR,1994,1994-08-25,31.07962347598155,DAPHNIA
CR,1994,1994-09-07,51.134065249642084,DAPHNIA
CR,1994,1994-09-22,1.892437780800706,DAPHNIA
CR,1994,1994-10-06,9.510454906289262,DAPHNIA
CR,1994,1994-10-20,22.41788139185496,DAPHNIA
CR,1994,1994-11-02,29.563492639379362,DAPHNIA
CR,1995,1995-05-17,2.501409255544614,DAPHNIA
CR,1995,1995-06-28,6.967057755690854,DAPHNIA
CR,1995,1995-07-13,87.12983006568703,DAPHNIA
CR,1995,1995-07-27,78.47247975435555,DAPHNIA
CR,1995,1995-08-10,159.1649869915099,DAPHNIA
CR,1995,1995-08-23,50.29636008200505,DAPHNIA
CR,1995,1995-09-06,36.54785993963384,DAPHNIA
CR,1995,1995-09-20,8.221736445122731,DAPHNIA
CR,1995,1995-10-05,10.761009079365751,DAPHNIA
CR,1995,1995-10-19,86.24203220528183,DAPHNIA
CR,1995,1995-11-11,97.13846042323271,DAPHNIA
CR,1995,1995-11-14,55.01766514201996,DAPHNIA
CR,1996,1996-02-19,32.83752776741548,DAPHNIA
CR,1996,1996-05-13,4.72761808532591,DAPHNIA
CR,1996,1996-06-11,2.815570727559939,DAPHNIA
CR,1996,1996-08-07,29.161298540724054,DAPHNIA
CR,1996,1996-09-04,24.581322947890705,DAPHNIA
CR,1996,1996-10-01,25.98453987962842,DAPHNIA
CR,1996,1996-11-05,51.77666280844942,DAPHNIA
CR,1997,1997-02-18,25.33590789172905,DAPHNIA
CR,1997,1997-05-07,4.339375565685501,DAPHNIA
CR,1997,1997-06-03,2.079405486727912,DAPHNIA
CR,1997,1997-06-16,9.984294896395895,DAPHNIA
CR,1997,1997-08-25,115.09995196525809,DAPHNIA
CR,1997,1997-09-23,6.728792404610779,DAPHNIA
CR,1997,1997-10-20,21.397597385362694,DAPHNIA
CR,1997,1997-11-10,7.596465534351065,DAPHNIA
CR,1998,1998-02-16,11.35243734616961,DAPHNIA
CR,1998,1998-04-22,17.261570107353094,DAPHNIA
CR,1998,1998-05-20,2.1471637514723807,DAPHNIA
CR,1998,1998-06-15,18.028835257024866,DAPHNIA
CR,1998,1998-08-12,27.27938173939257,DAPHNIA
CR,1998,1998-10-07,2.1471637514723807,DAPHNIA
CR,1998,1998-11-04,1.6168569844638934,DAPHNIA
CR,1999,1999-02-22,4.529456096024018,DAPHNIA
CR,1999,1999-06-03,5.330889314000394,DAPHNIA
CR,1999,1999-06-30,21.214065644353774,DAPHNIA
CR,1999,1999-08-25,48.689298033320355,DAPHNIA
CR,1999,1999-09-22,32.66098652777613,DAPHNIA
CR,1999,1999-10-20,74.74616598285755,DAPHNIA
CR,1999,1999-11-09,52.04662975790557,DAPHNIA
CR,2000,2000-06-01,13.394157254581334,DAPHNIA
CR,2000,2000-07-27,24.516710939194287,DAPHNIA
CR,2000,2000-08-21,105.07328466231866,DAPHNIA
CR,2000,2000-11-15,55.63181163157439,DAPHNIA
CR,2001,2001-01-19,23.574904707891186,DAPHNIA
CR,2001,2001-02-20,13.623691119941492,DAPHNIA
CR,2001,2001-04-04,4.302218248402577,DAPHNIA
CR,2001,2001-05-16,2.1511091242012883,DAPHNIA
CR,2001,2001-06-13,16.7542744922479,DAPHNIA
CR,2001,2001-06-28,6.523422129236074,DAPHNIA
CR,2001,2001-07-12,49.52876868906726,DAPHNIA
CR,2001,2001-07-25,28.24479420898748,DAPHNIA
CR,2001,2001-08-09,66.95605675386233,DAPHNIA
CR,2001,2001-08-23,23.505178360913273,DAPHNIA
CR,2001,2001-09-06,34.24315467057465,DAPHNIA
CR,2001,2001-09-20,22.490565490118005,DAPHNIA
CR,2001,2001-11-13,7.021475975482974,DAPHNIA
CR,2002,2002-02-27,12.189618370473967,DAPHNIA
CR,2002,2002-04-25,4.302218248402577,DAPHNIA
CR,2002,2002-05-23,2.1511091242012883,DAPHNIA
CR,2002,2002-06-20,4.0722071148614125,DAPHNIA
CR,2002,2002-07-18,26.75997102053962,DAPHNIA
CR,2002,2002-08-15,99.87796860738963,DAPHNIA
CR,2002,2002-09-11,32.623747004958084,DAPHNIA
CR,2002,2002-10-10,21.743532488259536,DAPHNIA
CR,2002,2002-11-05,22.525704112808157,DAPHNIA
CR,2003,2003-02-26,2.1511091242012883,DAPHNIA
CR,2003,2003-07-24,20.986766393672568,DAPHNIA
CR,2003,2003-08-21,4.0722071148614125,DAPHNIA
CR,2003,2003-09-18,41.43108772925734,DAPHNIA
CR,2003,2003-10-16,4.302218248402577,DAPHNIA
CR,2003,2003-11-14,8.866874370176511,DAPHNIA
CR,2004,2004-02-24,2.1511091242012883,DAPHNIA
CR,2004,2004-05-27,2.1511091242012883,DAPHNIA
CR,2004,2004-06-24,4.669521091441997,DAPHNIA
CR,2004,2004-07-21,32.84422054379726,DAPHNIA
CR,2004,2004-08-19,27.807396609315852,DAPHNIA
CR,2004,2004-09-14,52.594395597310715,DAPHNIA
CR,2004,2004-10-13,7.333918179479449,DAPHNIA
CR,2004,2004-11-09,2.1511091242012883,DAPHNIA
CR,2005,2005-02-16,4.302218248402577,DAPHNIA
CR,2005,2005-04-19,4.302218248402577,DAPHNIA
CR,2005,2005-07-14,1.1106019404167486,DAPHNIA
CR,2005,2005-08-10,2.9616051744446636,DAPHNIA
CR,2005,2005-09-06,4.0722071148614125,DAPHNIA
CR,2005,2005-10-07,21.660090163456147,DAPHNIA
CR,2005,2005-11-15,7.187933058682704,DAPHNIA
CR,2006,2006-02-16,4.0722071148614125,DAPHNIA
CR,2006,2006-04-19,1.1106019404167486,DAPHNIA
CR,2006,2006-07-13,18.99009052394687,DAPHNIA
CR,2006,2006-08-10,48.37949066703996,DAPHNIA
